TYPE,ADULT_JUVENILE,YEAR,DATETIME,CCN,AGE,OFFENSE_DISTRICT,OFFENSE_PSA,OFFENSE_BLOCKX,OFFENSE_BLOCKY,DEFENDANT_PSA,DEFENDANT_DISTRICT,RACE,ETHNICITY,SEX,CATEGORY,DESCRIPTION,ADDRESS,ARREST_BLOCKX,ARREST_BLOCKY,GIS_ID,CREATOR,CREATED,EDITOR,EDITED,OBJECTID,GLOBALID
Distribution,Adult,2019,2019/05/01 19:50:00+00,e8198c2f9f305a03,23,7D,705,400300,130900,707,7D,B,N,M,Narcotics,Distribution Of Marijuana-misd,2900 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400300,130900,MARIJUANA_ARRESTS_11539,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24019,{D0B77C7B-D314-4225-AECB-8038E49BF63F}
Distribution,Adult,2019,2019/05/01 20:54:00+00,5725045bec3ccce3,29,7D,708,399100,128100,708,7D,B,N,M,Narcotics,Distribution Of Marijuana-misd,4700 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,399100,128100,MARIJUANA_ARRESTS_11540,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24020,{24E07398-F3D5-44A1-84DE-140711E11E71}
Possession with intent to distribute,Adult,2019,2019/05/01 21:11:00+00,7c9fc1beaa6a0bd6,30,7D,707,400200,130900,708,7D,B,N,M,Narcotics,Poss W/i To Dist Marijuana-fel,600 BLOCK OF MELLON STREET SE,400200,130900,MARIJUANA_ARRESTS_11541,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24021,{8A54E820-D6D6-4B12-B1B8-2C8EB6ECFCF0}
Distribution,Adult,2019,2019/05/02 20:25:00+00,634f8c2155c88f59,30,6D,606,404200,133000,605,6D,B,N,M,Narcotics,Distribution Of Marijuana-misd,3800 BLOCK OF PENNSYLVANIA AVENUE SE,404200,133000,MARIJUANA_ARRESTS_11542,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24022,{8D9C4B03-C677-4A69-85F8-6B9F68F1DC47}
Distribution,Adult,2019,2019/05/02 20:30:00+00,00b79be4f373a441,33,6D,606,404200,133000,Out of State,Out of State,B,U,M,Narcotics,Distribution Of Marijuana-misd,3800 BLOCK OF PENNSYLVANIA AVENUE SE,404200,133000,MARIJUANA_ARRESTS_11543,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24023,{AB973D29-86AB-4819-B94F-0C950DA05FD8}
Distribution,Adult,2019,2019/05/02 20:25:00+00,634f8c2155c88f59,62,6D,606,404200,133000,606,6D,B,U,M,Narcotics,Distribution Of Marijuana-misd,3800 BLOCK OF PENNSYLVANIA AVENUE SE,404200,133000,MARIJUANA_ARRESTS_11544,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24024,{DAB91FF5-4153-4D8B-B399-C93BA4E93C56}
Possession with intent to distribute,Adult,2019,2019/05/03 00:14:00+00,7b1122a341bae1ed,22,4D,403,398300,143300,504,5D,B,U,M,Narcotics,Poss W/i To Dist A Controlled Substance,400 BLOCK OF LONGFELLOW STREET NW,398300,143300,MARIJUANA_ARRESTS_11545,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24025,{CFACA866-ECE6-4CF2-955C-36ED2A600BF3}
Possession with intent to distribute,Adult,2019,2019/05/03 00:15:00+00,7b1122a341bae1ed,22,4D,403,398300,143300,504,5D,B,N,M,Narcotics,Poss W/i To Dist A Controlled Substance,400 BLOCK OF LONGFELLOW STREET NW,398300,143300,MARIJUANA_ARRESTS_11546,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24026,{1CC030E1-5B4E-43F9-A8B3-81FF56770154}
Distribution,Adult,2019,2019/05/02 22:09:00+00,035aedaabe28d220,22,5D,506,401300,138000,506,5D,B,N,M,Narcotics,Distribution Of Marijuana-misd,1200 BLOCK OF MOUNT OLIVET ROAD NE,401300,138000,MARIJUANA_ARRESTS_11547,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24027,{03A8F058-1592-410B-B9C2-8706C1A351E5}
Distribution,Adult,2019,2019/05/02 22:09:00+00,035aedaabe28d220,23,5D,506,401300,138000,506,5D,B,U,M,Narcotics,Distribution Of Marijuana-misd,1200 BLOCK OF MOUNT OLIVET ROAD NE,401300,138000,MARIJUANA_ARRESTS_11548,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24028,{6795B39F-0025-45FC-A4EB-42FC4E22113B}
Distribution,Adult,2019,2019/05/03 23:23:00+00,babef79656d3348d,26,6D,604,406400,134900,603,6D,B,N,M,Narcotics,Distribution Of Marijuana-misd,5300 BLOCK OF E STREET SE,406400,134800,MARIJUANA_ARRESTS_11549,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24029,{5CB9948D-1BDF-43FF-B356-97117B4CC3C6}
Distribution,Adult,2019,2019/05/03 21:10:00+00,2b37ee8598b3b6b3,19,6D,604,405500,135700,503,5D,B,U,M,Narcotics,Distribution Of Marijuana-misd,4500 BLOCK OF BENNING ROAD SE,405500,135700,MARIJUANA_ARRESTS_11550,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24030,{CBF78743-3C29-4750-A56B-8BFB4CEDE1D9}
Distribution,Adult,2019,2019/05/03 23:08:00+00,fdb3912f1e760a75,21,6D,603,403800,135300,603,6D,B,U,M,Narcotics,Distribution Of Marijuana-misd,3400 BLOCK OF MINNESOTA AVENUE SE,403800,135300,MARIJUANA_ARRESTS_11551,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24031,{9B550E4E-BE29-483C-8E59-4A033D4F01FB}
Distribution,Adult,2019,2019/05/03 23:08:00+00,fdb3912f1e760a75,19,6D,603,403800,135300,603,6D,B,U,M,Narcotics,Distribution Of Marijuana-misd,3400 BLOCK OF MINNESOTA AVENUE SE,403800,135300,MARIJUANA_ARRESTS_11552,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24032,{0C7D4C2F-355E-4663-B970-BBD0B965B7BB}
Distribution,Adult,2019,2019/05/06 21:26:00+00,b05c217bfc0d490a,20,5D,507,401800,136700,702,7D,B,N,M,Narcotics,Distribution Of Marijuana-misd,1700 BLOCK OF GALES STREET NE,401800,136700,MARIJUANA_ARRESTS_11553,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24033,{ED294F66-5FE7-4CDA-9E8C-E510602F637F}
Distribution,Adult,2019,2019/05/06 21:36:00+00,b05c217bfc0d490a,19,5D,507,401800,136700,Out of State,Out of State,B,N,M,Narcotics,Distribution Of Marijuana-misd,1700 BLOCK OF GALES STREET NE,401800,136700,MARIJUANA_ARRESTS_11554,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24034,{CA0AB607-3AD6-4AE1-B93B-B058F0AF89CD}
Distribution,Adult,2019,2019/05/08 00:30:00+00,dd71a57293255df5,26,7D,707,400200,131000,706,7D,B,U,M,Narcotics,Distribution Of Marijuana-misd,600 BLOCK OF MELLON STREET SE,400200,131000,MARIJUANA_ARRESTS_11555,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24035,{4A75E1FF-10D4-4381-92D2-60DDE47FB1DB}
Distribution,Adult,2019,2019/05/07 22:41:00+00,8d07ab20cb7ede4c,21,7D,703,400700,132800,607,6D,B,N,M,Narcotics,Distribution Of Marijuana-misd,2300 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400700,132800,MARIJUANA_ARRESTS_11556,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24036,{8117585B-DA92-4093-8695-D2A808DDE915}
Distribution,Adult,2019,2019/05/07 23:35:00+00,9b917888c2db77e5,22,7D,707,400200,130800,604,6D,B,N,M,Narcotics,Distribution Of Marijuana-misd,600 BLOCK OF MELLON STREET SE,400200,131000,MARIJUANA_ARRESTS_11557,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24037,{B15F3EE8-39DE-4532-8B4E-FEE226E492B1}
Distribution,Adult,2019,2019/05/08 01:13:00+00,920b8239bf7d9b4f,33,7D,704,402300,131400,704,7D,B,N,M,Narcotics,Distribution Of Marijuana-misd,Out of State,,,MARIJUANA_ARRESTS_11558,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24038,{5C1E5D9C-3E52-469C-BC00-0BECF21C6917}
Distribution,Adult,2019,2019/05/09 21:54:00+00,266840ee1990370f,26,6D,603,404300,136300,Unknown,Unknown,B,U,M,Narcotics,Distribution Of Marijuana-misd,3900 BLOCK OF MINNESOTA AVENUE NE,404300,136300,MARIJUANA_ARRESTS_11559,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24039,{D839076C-0230-403B-ABB8-53C61F9D5D73}
Distribution,Adult,2019,2019/05/09 22:13:00+00,3337159be17a2602,37,6D,603,404100,135900,602,6D,B,N,M,Narcotics,Distribution Of Marijuana-misd,3500 BLOCK OF A STREET SE,404000,135700,MARIJUANA_ARRESTS_11560,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24040,{7113D023-9DAE-4EBC-8950-A88CCA6A87CC}
Distribution,Adult,2019,2019/05/09 21:54:00+00,266840ee1990370f,34,6D,603,404300,136300,704,7D,B,U,M,Narcotics,Distribution Of Marijuana-misd,3900 BLOCK OF MINNESOTA AVENUE NE,404300,136300,MARIJUANA_ARRESTS_11561,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24041,{D61CCCD4-17E9-4087-A252-CC1A25984B44}
Distribution,Adult,2019,2019/05/13 20:56:00+00,4fac7c85ca7afca6,20,1D,105,398800,134300,605,6D,B,N,M,Narcotics,Distribution Of Marijuana-misd,200 BLOCK OF M STREET SW,398800,134300,MARIJUANA_ARRESTS_11562,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24042,{5C03B879-BB8C-4736-B9D7-7BCAC3114818}
Distribution,Adult,2019,2019/05/13 19:48:00+00,8b335a16bfd8cf04,19,1D,104,400400,136900,Out of State,Out of State,B,U,M,Narcotics,Distribution Of Marijuana-misd,700 BLOCK OF H STREET NE,400400,136900,MARIJUANA_ARRESTS_11563,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24043,{2ACFE94C-6688-452E-B78A-7AD0A8EADB62}
Distribution,Adult,2019,2019/05/15 21:25:00+00,66823b50e7aa05b4,29,1D,107,401600,135500,Out of State,Out of State,B,U,M,Narcotics,Distribution Of Marijuana-misd,200 BLOCK OF 17TH STREET NE,401600,136100,MARIJUANA_ARRESTS_11564,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24044,{2C5F91A0-803D-4BB0-9245-EABE560E014D}
Distribution,Adult,2019,2019/05/15 22:50:00+00,269d3cfb0620c49d,35,3D,308,399200,137900,608,6D,B,U,M,Narcotics,Distribution Of Marijuana-misd,UNIT BLOCK OF O STREET NW,399200,137800,MARIJUANA_ARRESTS_11565,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24045,{AF7985BF-7830-4714-88E5-0A6202ACA446}
Distribution,Adult,2019,2019/05/20 21:19:00+00,c92e124c150b7b80,39,3D,302,397100,140000,602,6D,B,N,M,Narcotics,Distribution Of Marijuana-misd,3000 BLOCK OF 14TH STREET NW,397100,140000,MARIJUANA_ARRESTS_11566,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24046,{1305EF1B-9348-408C-8A08-DAF9C36C7952}
Distribution,Adult,2019,2019/05/20 21:20:00+00,c92e124c150b7b80,56,3D,302,397100,140000,608,6D,B,N,M,Narcotics,Distribution Of Marijuana-misd,3000 BLOCK OF 14TH STREET NW,397100,140000,MARIJUANA_ARRESTS_11567,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24047,{19654A21-2760-4869-A344-CAAA765D9D51}
Distribution,Adult,2019,2019/05/20 22:25:00+00,10e26b7c61eb3227,21,3D,308,398100,137800,308,3D,B,U,M,Narcotics,Distribution Of Marijuana-misd,1300 BLOCK OF 7TH STREET NW,398100,137800,MARIJUANA_ARRESTS_11568,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24048,{A01B355A-BA68-4A75-8899-82C905D09972}
Distribution,Adult,2019,2019/05/24 21:33:00+00,a60b833165a03c48,22,7D,703,400700,132800,701,7D,B,U,M,Narcotics,Distribution Of Marijuana-misd,2400 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400700,132800,MARIJUANA_ARRESTS_11569,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24049,{420E7124-A478-4300-8427-D324FA7076E3}
Distribution,Adult,2019,2019/05/27 21:39:00+00,839e59e15d39b9be,27,7D,708,399800,128200,707,7D,B,N,M,Narcotics,Distribution Of Marijuana-misd,4600 BLOCK OF SOUTH CAPITOL STREET SW,399800,128200,MARIJUANA_ARRESTS_11570,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24050,{E696C49A-8892-40C3-B978-8694DD60E745}
Distribution,Adult,2019,2019/05/28 21:55:00+00,2789f572a15a6a99,27,6D,607,403000,133600,708,7D,B,N,M,Narcotics,Distribution Of Marijuana-misd,1600 BLOCK OF 29TH STREET SE,403000,133600,MARIJUANA_ARRESTS_11571,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24051,{F4766DC4-9E03-4D11-A90D-A596E14143EC}
Possession with intent to distribute,Adult,2019,2019/05/31 15:03:00+00,9503ea5eedc2241d,33,2D,208,397100,137900,208,2D,W,N,M,Narcotics,Poss W/i To Dist A Controlled Substance,1400 BLOCK OF RHODE ISLAND AVENUE NW,397100,137900,MARIJUANA_ARRESTS_11572,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24052,{A8C0CDF9-7EF3-4C0F-BCA5-537914F95DFD}
Distribution,Adult,2019,2019/05/31 14:11:00+00,89b966d2db14a137,25,6D,602,404600,136700,Out of State,Out of State,B,N,M,Narcotics,Distribution Of Marijuana-misd,4000 BLOCK OF MINNESOTA AVENUE NE,404600,136500,MARIJUANA_ARRESTS_11573,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24053,{4F751160-B8F4-4EBA-84B6-B4F2E901A8F5}
Distribution,Adult,2019,2019/05/31 14:13:00+00,89b966d2db14a137,26,6D,602,404600,136700,601,6D,B,N,M,Narcotics,Distribution Of Marijuana-misd,4000 BLOCK OF MINNESOTA AVENUE NE,404600,136500,MARIJUANA_ARRESTS_11574,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24054,{73E60077-EE6B-4E2E-9337-CD6F68A08EA6}
Distribution,Adult,2019,2019/06/01 19:40:00+00,75062b6f771211a4,19,7D,707,399500,130000,Out of State,Out of State,B,N,M,Narcotics,Distribution Of Marijuana-misd,3700 BLOCK OF 1ST STREET SE,399500,130000,MARIJUANA_ARRESTS_11575,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24055,{6BDAFEEC-B689-4046-819F-44D73A82546D}
Distribution,Adult,2019,2019/06/01 19:40:00+00,75062b6f771211a4,20,7D,707,399500,130000,Out of State,Out of State,B,N,M,Narcotics,Distribution Of Marijuana-misd,3700 BLOCK OF 1ST STREET SE,399500,130000,MARIJUANA_ARRESTS_11576,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24056,{6EAB8F7E-DC81-4A75-834C-3C121EDCF9F1}
Distribution,Adult,2019,2019/06/03 21:31:00+00,9632a9bc7d84ab3d,18,6D,604,405700,134300,604,6D,B,N,M,Narcotics,Distribution Of Marijuana-misd,4600 BLOCK OF HILLSIDE ROAD SE,405700,134300,MARIJUANA_ARRESTS_11577,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24057,{DEE9D331-43DF-4B0A-80C8-81FEF0088911}
Possession with intent to distribute,Adult,2019,2019/06/04 18:17:00+00,1ab0dfdf05632b39,18,6D,601,405400,138000,601,6D,B,N,M,Narcotics,Poss W/i To Dist Marijuana-fel,4500 BLOCK OF DOUGLAS STREET NE,405400,138000,MARIJUANA_ARRESTS_11578,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24058,{EF9E30E3-7200-4BFA-91F4-E1D84ACE446A}
Distribution,Adult,2019,2019/06/06 00:53:00+00,40d0c1b3e25de888,24,5D,506,401300,138000,701,7D,B,N,M,Narcotics,Distribution Of Marijuana-misd,1200 BLOCK OF MOUNT OLIVET ROAD NE,401300,138000,MARIJUANA_ARRESTS_11579,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24059,{900D9D9C-D4D6-4D25-A898-40316D3BD922}
Distribution,Adult,2019,2019/06/06 00:54:00+00,40d0c1b3e25de888,23,5D,506,401300,138000,604,6D,B,N,M,Narcotics,Distribution Of Marijuana-misd,1200 BLOCK OF MOUNT OLIVET ROAD NE,401300,138000,MARIJUANA_ARRESTS_11580,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24060,{08D39150-330E-4575-9564-E928CA9101DE}
Possession with intent to distribute,Adult,2019,2019/06/06 22:05:00+00,e4d200a9d9762a8c,49,3D,305,398100,138700,104,1D,B,U,M,Narcotics,Poss W/i To Dist A Controlled Substance,2000 BLOCK OF GEORGIA AVENUE NW,398100,138700,MARIJUANA_ARRESTS_11581,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24061,{E6A23832-4045-4B85-A2F3-EDE79F5A5556}
Distribution,Adult,2019,2019/06/07 21:08:00+00,ad6f997b7847e51a,26,6D,601,405600,138200,601,6D,B,N,M,Narcotics,Distribution Of A Controlled Substance,4500 BLOCK OF QUARLES STREET NE,405500,138300,MARIJUANA_ARRESTS_11582,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24062,{41378DF5-0A65-49B2-9513-8513B738A8FD}
Distribution,Adult,2019,2019/06/10 23:10:00+00,3e8423ea780f5f0d,19,5D,504,401200,139700,505,5D,B,N,M,Narcotics,Distribution Of Marijuana-misd,1300 BLOCK OF BRENTWOOD ROAD NE,401200,139700,MARIJUANA_ARRESTS_11583,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24063,{36082EFE-BBED-4CD8-ADEA-6D8AEA5735EB}
Distribution,Adult,2019,2019/06/11 23:02:00+00,cb1802a22f8a2434,26,7D,708,399900,128200,Out of State,Out of State,B,N,M,Narcotics,Distribution Of Marijuana-misd,4700 BLOCK OF SOUTH CAPITOL STREET SE,399900,128200,MARIJUANA_ARRESTS_11584,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24064,{F8B9496D-17D5-4D24-841D-00230AB34A65}
Possession with intent to distribute,Adult,2019,2019/06/13 21:50:00+00,1c474d66517c35c2,31,5D,501,399300,137600,501,5D,W,N,M,Narcotics,Poss W/i To Dist Marijuana-fel,UNIT BLOCK OF M STREET NE,399300,137600,MARIJUANA_ARRESTS_11585,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24065,{33D03FE0-484D-4F6B-97BC-66D31A27CB64}
Distribution,Adult,2019,2019/06/13 20:55:00+00,612ef9c3a8122ac3,27,7D,708,399800,129000,708,7D,B,N,M,Narcotics,Distribution Of Marijuana-misd,4300 BLOCK OF 3RD STREET SE,399800,129000,MARIJUANA_ARRESTS_11586,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24066,{A03F724D-3B2E-4FFA-A8D8-27D87C8FE330}
Distribution,Adult,2019,2019/06/14 01:06:00+00,ad8bd417740b3b10,29,7D,708,399900,128200,703,7D,B,N,M,Narcotics,Distribution Of Marijuana-misd,4700 BLOCK OF SOUTH CAPITOL STREET SE,399900,128200,MARIJUANA_ARRESTS_11587,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24067,{EA3C950D-53C7-4504-971D-23765F52ABCC}
Distribution,Adult,2019,2019/06/13 22:20:00+00,7fe087cfa28a51de,30,7D,708,398900,128600,701,7D,B,U,M,Narcotics,Distribution Of Marijuana-misd,4600 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,398900,128600,MARIJUANA_ARRESTS_11588,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24068,{071EAC04-F9D9-42C9-A1EB-0DC29E416860}
Distribution,Adult,2019,2019/06/20 19:37:00+00,b0f037f0814a6285,50,1D,107,401400,135500,107,1D,B,N,F,Narcotics,Distribution Of Marijuana-misd,1500 BLOCK OF INDEPENDENCE AVENUE SE,401400,135500,MARIJUANA_ARRESTS_11589,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24069,{66A64A71-48DA-4E28-9C37-950C8CA16573}
Distribution,Adult,2019,2019/06/22 20:07:00+00,c6cf8c2f52d3edf5,25,3D,304,397200,139700,602,6D,B,N,M,Narcotics,Distribution Of Marijuana-misd,1300 BLOCK OF FAIRMONT STREET NW,397400,139600,MARIJUANA_ARRESTS_11590,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24070,{818F8E60-6D0F-4C1A-AB74-4557A41E1E88}
Distribution,Adult,2019,2019/06/22 18:28:00+00,cac50f49c2bd1b22,42,3D,302,397200,140000,408,4D,B,U,M,Narcotics,Distribution Of Marijuana-misd,3000 BLOCK OF 14TH STREET NW,397200,140000,MARIJUANA_ARRESTS_11591,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24071,{62FDE5C2-480D-4AF7-BF6B-C2294D30FF1A}
Distribution,Adult,2019,2019/06/25 19:10:00+00,404200bcfa259511,26,6D,601,405500,138200,601,6D,B,N,M,Narcotics,Distribution Of Marijuana-misd,4500 BLOCK OF QUARLES STREET NE,405500,138200,MARIJUANA_ARRESTS_11592,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24072,{22E76043-ED19-4735-95CA-4CE14C76DFA7}
Distribution,Adult,2019,2019/06/25 20:58:00+00,608991917efa8ed7,59,6D,604,406800,135400,603,6D,B,N,M,Narcotics,Distribution Of Marijuana-misd,5500 BLOCK OF CENTRAL AVENUE SE,406800,135400,MARIJUANA_ARRESTS_11593,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24073,{B3548A39-8719-459B-A2CE-6AC3442E94DD}
Distribution,Adult,2019,2019/06/25 20:58:00+00,608991917efa8ed7,21,6D,604,406800,135400,604,6D,B,U,M,Narcotics,Distribution Of Marijuana-misd,5500 BLOCK OF CENTRAL AVENUE SE,406800,135400,MARIJUANA_ARRESTS_11594,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24074,{D70EA4F9-A1AD-48FE-ACC9-9423473A29F6}
Distribution,Adult,2019,2019/06/26 19:44:00+00,be2a67b63f4a26e5,27,7D,704,401600,131700,706,7D,B,N,M,Narcotics,Distribution Of Marijuana-misd,3000 BLOCK OF STANTON ROAD SE,401600,131700,MARIJUANA_ARRESTS_11595,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24075,{FC91B86D-2F22-4D8B-95CB-658005E14737}
Distribution,Adult,2019,2019/06/26 20:43:00+00,2aab544d464123b8,25,7D,704,402500,131100,708,7D,B,N,M,Narcotics,Distribution Of Marijuana-misd,2200 BLOCK OF SAVANNAH STREET SE,402500,131100,MARIJUANA_ARRESTS_11596,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24076,{3FE7C602-8440-4B75-B409-1D550D9E300F}
Distribution,Adult,2019,2019/06/26 22:43:00+00,9184e7abb6eba3d9,33,7D,703,400300,132200,Out of State,Out of State,B,N,M,Narcotics,Distribution Of Marijuana-misd,2600 BLOCK OF BIRNEY PLACE SE,400300,132200,MARIJUANA_ARRESTS_11597,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24077,{258B301C-013E-4DCA-BDAE-F9868B5BE796}
Distribution,Adult,2019,2019/06/28 21:59:00+00,d7500262f06564d6,19,5D,507,401500,136900,507,5D,B,N,M,Narcotics,Distribution Of Marijuana-misd,1500 BLOCK OF BENNING ROAD NE,401500,136900,MARIJUANA_ARRESTS_11598,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24078,{03FD6CC2-50B3-4F73-AEFA-E27E4AFC9669}
Distribution,Adult,2019,2019/07/01 20:08:00+00,31f48350f464821b,44,5D,507,401500,136400,507,5D,B,N,M,Narcotics,Distribution Of Marijuana-misd,1500 BLOCK OF ISHERWOOD STREET NE,401500,136400,MARIJUANA_ARRESTS_11599,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24079,{7913F9C3-6E25-4319-94BB-BAE36F0A3DBB}
Distribution,Adult,2019,2019/07/01 20:08:00+00,31f48350f464821b,21,5D,507,401500,136400,604,6D,B,N,M,Narcotics,Distribution Of Marijuana-misd,1500 BLOCK OF ISHERWOOD STREET NE,401500,136400,MARIJUANA_ARRESTS_11600,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24080,{E46C217D-91A1-41BB-BB8A-728089316F71}
Distribution,Adult,2019,2019/07/04 21:42:00+00,35bdd600938c7f46,26,5D,504,401200,139700,505,5D,B,U,M,Narcotics,Distribution Of Marijuana-misd,1300 BLOCK OF BRENTWOOD ROAD NE,401200,139700,MARIJUANA_ARRESTS_11601,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24081,{735B8A25-7496-4274-B49C-8F7E805BD098}
Distribution,Adult,2019,2019/07/05 18:51:00+00,01a749d7afd37591,37,3D,305,397500,138800,504,5D,B,N,M,Narcotics,Distribution Of Marijuana-misd,2100 BLOCK OF 11TH STREET NW,397700,139000,MARIJUANA_ARRESTS_11602,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24082,{3FE1B2CD-2BF9-4858-93D9-4C0C5064F701}
Distribution,Adult,2019,2019/07/05 19:08:00+00,9df19172fd4d3a0f,23,3D,301,397200,138800,302,3D,B,N,M,Narcotics,Distribution Of Marijuana-misd,2000 BLOCK OF 14TH STREET NW,397200,138800,MARIJUANA_ARRESTS_11603,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24083,{E1A20683-F66A-4599-8F80-17594D84842A}
Distribution,Adult,2019,2019/07/05 20:47:00+00,86bd7ef2c13134a4,56,3D,302,396800,140300,Unknown,Unknown,B,N,M,Narcotics,Distribution Of Marijuana-misd,3200 BLOCK OF 16TH STREET NW,396800,140300,MARIJUANA_ARRESTS_11604,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24084,{EDAC2180-A44D-4307-B272-F860F4ED4A96}
Distribution,Adult,2019,2019/07/05 20:55:00+00,86bd7ef2c13134a4,56,3D,302,396800,140300,102,1D,B,U,M,Narcotics,Distribution Of Marijuana-misd,3200 BLOCK OF 16TH STREET NW,396800,140300,MARIJUANA_ARRESTS_11605,JLAY,2022/10/18 21:51:23+00,JLAY,2022/10/18 21:51:23+00,24085,{6B2C0EB8-D3C9-4C3C-AB36-4CE0CB1E9507}
